Accession,Gene
IPI00029451,LOC100131508
IPI00029455,ABCC6
IPI00029458,GADD45G
IPI00029460,SLC25A14
IPI00029468,ACTR1A
IPI00029469,ACTR1B
IPI00029472,ATE1
IPI00029473,C17orf75
IPI00029474,PLEKHA3
IPI00029484,ZMYM3
IPI00029486,AGTR2
IPI00029488,KHK
IPI00029490,RCAN2
IPI00029498,ROPN1
IPI00029501,SEBOX
IPI00029502,CACNA1B
IPI00029505,CACNA1B
IPI00029507,KCNK5
IPI00029510,LY6D
IPI00029513,NOL10
IPI00029515,PLEKHA5
IPI00029518,GHRHR
IPI00029521,GORAB
IPI00029523,MYCN
IPI00029533,ITGB8
IPI00029534,PPAT
IPI00029535,OR10H2
IPI00029538,OR10H3
IPI00029542,ERVH48-1
IPI00029556,C1orf105
IPI00029557,GRPEL1
IPI00029558,NDUFC2
IPI00029561,NDUFA10
IPI00029568,PTX3
IPI00029575,EPAG
IPI00029591,SELPLG
IPI00029594,HPSE2
IPI00029596,ARL4A
IPI00029601,CTTN
IPI00029605,GALNS
IPI00029606,ADAM17
IPI00029620,OR1I1
IPI00029623,PSMA6
IPI00029626,ELF4
IPI00029628,RCN2
IPI00029629,TRIM25
IPI00029631,ERH
IPI00029643,ZAK
IPI00029647,ZG16
IPI00029656,DFNA5
IPI00029658,EFEMP1
IPI00029661,EVI5
IPI00029662,KCNH2
IPI00029665,MMAB
IPI00029669,ZNF174
IPI00029676,PCMTD1
IPI00029678,WT1-AS
IPI00029679,ERPL1
IPI00029680,TROAP
IPI00029683,TRO
IPI00029693,NRP2
IPI00029695,SMARCB1
IPI00029697,EXOSC9
IPI00029699,RNASE4
IPI00029700,DSCAM
IPI00029702,PTK2B
IPI00029705,TUBGCP2
IPI00029707,CPSF4
IPI00029713,POU4F2
IPI00029714,FASTK
IPI00029715,AOX1
IPI00029716,DLX3
IPI00029717,FGA
IPI00029722,KIF5A
IPI00029723,FSTL1;MIR198
IPI00029724,ZIC3
IPI00029728,ERCC2
IPI00029730,STX4
IPI00029731,RPL35A
IPI00029732,CCL3L3;CCL3L1
IPI00029733,AKR1C1
IPI00029734,CDC25B
IPI00029737,ACSL4
IPI00029739,CFH
IPI00029740,SNX3
IPI00029741,ITGB5
IPI00029744,SSBP1
IPI00029745,NFIA
IPI00029750,RPS24
IPI00029751,CNTN1
IPI00029753,CHRNE
IPI00029754,MLH1
IPI00029756,MERTK
IPI00029760,FGF4
IPI00029764,SF3A3
IPI00029768,GRIN2A
IPI00029769,HCK
IPI00029772,DPYD
IPI00029773,REL
IPI00029778,TP53BP1
IPI00029779,OVGP1
IPI00029784,UGT2B7
IPI00029795,NFIC
IPI00029796,OTP
IPI00029803,MTG1
IPI00029810,MND1
IPI00029811,WDR54
IPI00029817,NEU1
IPI00029818,MYH14
IPI00029819,NOTCH3
IPI00029820,DNPEP
IPI00029834,RTKN
IPI00029953,HAND2
IPI00029954,VEZT
IPI00029994,CERCAM
IPI00029997,PGLS
IPI00030009,PAPSS2
IPI00030012,MAP7D1
IPI00030013,SIX3
IPI00030020,OPLAH
IPI00030023,HNMT
IPI00030027,SEMA3B
IPI00030031,ZNF3
IPI00030033,TACC2
IPI00030035,TMBIM4
IPI00030037,ASIP
IPI00030045,PROK2
IPI00030058,GNG4
IPI00030059,GNG10
IPI00030060,GNG11
IPI00030064,OR2C1
IPI00030070,GJB5
IPI00030075,FGL2
IPI00030090,ETNK1
IPI00030097,NTF4
IPI00030098,FAM50A
IPI00030099,ADCY9
IPI00030104,MYBPC2
IPI00030106,TPST1
IPI00030111,GDF11
IPI00030115,BMP10
IPI00030116,PGM3
IPI00030122,UTS2
IPI00030128,B4GALT4
IPI00030131,TMPO
IPI00030136,NUMA1
IPI00030144,PPIAL4C;PPIAL4G;PPIAL4B;PPIAL4A
IPI00030153,TDRD6
IPI00030166,ST7-OT3;ST7
IPI00030167,OLAH
IPI00030172,CRLF2
IPI00030173,SEPT9
IPI00030177,RBPJ
IPI00030179,RPL7P32;RPL7
IPI00030182,GAMT
IPI00030202,HYAL3
IPI00030204,CIDEA
IPI00030205,IGKV3-20
IPI00030207,GMDS
IPI00030208,SLC10A2
IPI00030209,FOXD2
IPI00030216,PQBP1
IPI00030217,GPR35
IPI00030223,NMT2
IPI00030227,EGR1
IPI00030229,GALE
IPI00030236,TMEM222
IPI00030237,C1orf49
IPI00030239,SLC10A7
IPI00030240,PLEKHN1
IPI00030241,CD164
IPI00030243,PSME3
IPI00030246,PTPN13
IPI00030247,CCNT1
IPI00030249,PABPN1
IPI00030250,ELAVL2
IPI00030252,FANCE
IPI00030255,PLOD3
IPI00030257,C2orf43
IPI00030267,QRICH2
IPI00030272,C16orf48
IPI00030273,MST1R
IPI00030274,NSRP1
IPI00030275,TRAP1
IPI00030278,TRAF2
IPI00030279,ZRANB3
IPI00030280,LRRC32
IPI00030282,BFSP1
IPI00030283,SSTR3
IPI00030285,SPINK4
IPI00030288,DHX35
IPI00030289,LOC100508689
IPI00030293,GCKR
IPI00030296,MIR1248;SNORA4;SNORD2;EIF4A2;SNORA81;SNORA63
IPI00030303,PFDN5
IPI00030304,WTH3DI;RAB6C
IPI00030306,USP44
IPI00030307,SLC41A2
IPI00030308,C4orf17
IPI00030313,CCNT2
IPI00030319,FOXF2
IPI00030320,DDX6
IPI00030324,ZFAND3
IPI00030326,SLC22A23
IPI00030328,SRR
IPI00030334,PCGF6
IPI00030336,IL3
IPI00030339,FOXD4
IPI00030343,FOXL1
IPI00030351,DLG1
IPI00030352,C10orf28
IPI00030355,PPP1R11
IPI00030356,MCL1
IPI00030357,DHFRP1;DHFR
IPI00030360,SNX29
IPI00030362,PLP2
IPI00030363,ACAT1
IPI00030364,TAF10
IPI00030366,MUC8
IPI00030369,NFATC3
IPI00030371,TRIM4
IPI00030374,POLL
IPI00030380,GTF2H1
IPI00030382,SLC1A7
IPI00030383,PPP1R8
IPI00030384,FAM175A
IPI00030385,SELENBP1
IPI00030389,ABR
IPI00030392,NAP1L2
IPI00030397,BNIP1
IPI00030399,BNIP2
IPI00030404,NFX1
IPI00030405,HSPB3
IPI00030408,MPHOSPH8
IPI00030415,SH3BP1
IPI00030418,TSPAN31
IPI00030430,C19orf44
IPI00030431,ANTXR1
IPI00030447,SLA2
IPI00030448,MFSD7
IPI00030458,PNKD
IPI00030464,LARP4B
IPI00030481,MED10
IPI00030484,WWOX
IPI00030509,FAM27C;FAM27A;FAM27B
IPI00030511,WDR85
IPI00030512,CABLES2
IPI00030530,TMEM55B
IPI00030531,SLMAP
IPI00030532,CPNE5
IPI00030542,CTAGE15P;CTAGE8
IPI00030552,LOC100009676
IPI00030554,MSL2
IPI00030561,LOC100131120
IPI00030572,TNRC6C
IPI00030578,VAT1L
IPI00030596,MRRF
IPI00030602,EIF2C4
IPI00030618,PCDH18
IPI00030624,PPP6R3
IPI00030634,GGT7
IPI00030648,ZFYVE9
IPI00030649,CNIH
IPI00030652,ZIC2
IPI00030654,MIR1279;CPSF6
IPI00030675,BRI3
IPI00030676,SOX14
IPI00030689,DEXI
IPI00030695,BAG4
IPI00030702,IDH3A
IPI00030703,MNX1
IPI00030706,AHSA1
IPI00030716,DIO2
IPI00030728,MEOX1
IPI00030729,MEOX2
IPI00030730,SULT1A3;SULT1A4
IPI00030733,CDKN2A
IPI00030734,ARTN
IPI00030738,SPECC1
IPI00030739,APOM
IPI00030741,LCA5L
IPI00030746,CHEK2
IPI00030757,ADAMTS2
IPI00030763,GJB6
IPI00030767,C19orf33
IPI00030769,DLG4
IPI00030770,PSMG1
IPI00030774,TBCD
IPI00030781,STAT1
IPI00030782,STAT6
IPI00030783,STAT5A
IPI00030785,DEFB127
IPI00030786,MATN4
IPI00030790,KIAA0556
IPI00030794,EPB41L4A
IPI00030811,GK3P;GK
IPI00030814,FGF22
IPI00030820,MRPL47
IPI00030821,SIX6
IPI00030829,CLEC2D
IPI00030834,GRM2
IPI00030835,PDLIM7
IPI00030843,CLDN9
IPI00030844,DAP
IPI00030845,CCDC99
IPI00030847,TM9SF3
IPI00030851,SEC24B
IPI00030871,VNN1
IPI00030872,VNN2
IPI00030875,OR2N1P
IPI00030877,SEP15
IPI00030880,GRIA1
IPI00030882,GRIA2
IPI00030887,TYRO3
IPI00030891,RNF7
IPI00030898,C20orf24
IPI00030906,PHF7
IPI00030911,VAMP8
IPI00030914,TSPAN5
IPI00030915,USP8
IPI00030916,BLCAP
IPI00030917,GRB14
IPI00030919,LAMTOR3
IPI00030920,GMPPB
IPI00030929,MYL9
IPI00030930,TRPC7
IPI00030933,GCNT2
IPI00030935,CACNG1
IPI00030936,TSPAN1
IPI00030938,TSPAN2
IPI00030939,GNAS
IPI00030941,TSPAN3
IPI00030945,UCN2
IPI00030954,NAG18
IPI00030962,TMEM189;UBE2V1;TMEM189-UBE2V1
IPI00030964,HES1
IPI00030968,C9orf142
IPI00030976,PDE8A
IPI00030984,TMEM164
IPI00030985,FAM96A
IPI00030986,KBTBD10
IPI00030989,LMX1B
IPI00031000,VKORC1
IPI00031005,SGK196
IPI00031008,TNC
IPI00031015,SLBP
IPI00031016,JAK2
IPI00031017,NFE2L1
IPI00031018,MAFK
IPI00031019,CST8
IPI00031022,HSPA4
IPI00031023,FLII
IPI00031027,CYP4F30P
IPI00031029,CCDC88B
IPI00031030,APLP2
IPI00031032,MSC
IPI00031033,PEX10
IPI00031036,SLC26A3
IPI00031039,DKFZP434F142
IPI00031040,ZNF541
IPI00031041,TMEM117
IPI00031042,WDR24
IPI00031044,C21orf56
IPI00031046,TMEM191A
IPI00031047,IQCG
IPI00031050,SLC34A1
IPI00031052,G6PC3
IPI00031055,NBPF3
IPI00031056,ZMYND15
IPI00031058,RGSL1
IPI00031059,ZNRF1
IPI00031063,MAF1
IPI00031064,TMEM126A
IPI00031065,DNASE1
IPI00031068,GAB1
IPI00031074,ELAVL3
IPI00031075,IFNA8
IPI00031076,CCNC
IPI00031077,CCNE1
IPI00031082,LDOC1L
IPI00031084,PSD2
IPI00031086,IGFBP1
IPI00031087,SGIP1
IPI00031091,EFHD1
IPI00031097,SLC37A3
IPI00031099,MMP16
IPI00031100,SYT3
IPI00031101,NPPB
IPI00031104,TCHP
IPI00031106,PSMG3
IPI00031107,HSDL2
IPI00031109,NDUFAF2
IPI00031115,GOLGA1
IPI00031117,POLR3GL
IPI00031118,ALKBH7
IPI00031121,CPE
IPI00031127,YIPF4
IPI00031131,C20orf3
IPI00031133,SLC25A33
IPI00031134,NICN1
IPI00031137,HIATL2
IPI00031138,PRADC1
IPI00031140,C2orf88
IPI00031143,TMEM79
IPI00031169,RAB2A
IPI00031171,IL6R
IPI00031178,AIRE
IPI00031183,ZNF233
IPI00031188,AIRE
IPI00031195,VANGL1
IPI00031228,PLEKHB2
IPI00031242,SEC16A
IPI00031282,KIAA1683
IPI00031288,CLDN14
IPI00031294,PDE4C
IPI00031307,ASB6
IPI00031315,PRAMEF12
IPI00031357,PPOX
IPI00031370,TUBB2B
IPI00031372,TGM6
IPI00031385,EDDM3A
IPI00031386,PIK3CA
IPI00031388,PIK3CB
IPI00031392,CARD14
IPI00031397,ACSL3
IPI00031407,NEDD9
IPI00031410,MTOR
IPI00031411,FAT1
IPI00031420,UGDH
IPI00031421,TPST2
IPI00031422,SCN5A
IPI00031423,KRT33B
IPI00031424,PI4KA
IPI00031425,HAL
IPI00031456,SLC29A2
IPI00031457,PPYR1
IPI00031458,ICMT
IPI00031461,GDI2
IPI00031464,BTN2A3P
IPI00031473,ZNF30
IPI00031476,PLA2G6
IPI00031479,PDIA5
IPI00031482,DUSP26
IPI00031485,MRP63
IPI00031487,MRS2
IPI00031489,EIF1B
IPI00031490,COLEC11
IPI00031493,YIPF2
IPI00031497,C7orf49
IPI00031498,R3HDM1
IPI00031499,TMEM85
IPI00031506,HCN1
IPI00031508,DHX8
IPI00031509,IL15
IPI00031510,SEMA3A
IPI00031512,DMC1
IPI00031514,RFC5
IPI00031515,C8orf51
IPI00031516,GABPB1
IPI00031517,MCM6
IPI00031519,DNMT1
IPI00031521,RFC3
IPI00031522,HADHA
IPI00031523,HSP90AA2
IPI00031525,C1orf135
IPI00031526,C19orf43
IPI00031527,MIS12
IPI00031530,SCNM1
IPI00031533,DBNDD1
IPI00031534,ST6GALNAC1
IPI00031535,SLX1B;SLX1A
IPI00031545,ITPR2
IPI00031547,DSG3
IPI00031548,GALR3
IPI00031549,DSC3
IPI00031552,ELAVL3
IPI00031554,DDX50
IPI00031556,U2AF2
IPI00031557,CTH
IPI00031558,NUDT9
IPI00031561,LOC79015
IPI00031562,HIST3H2A
IPI00031563,DDA1
IPI00031564,GGCT
IPI00031566,CENPM
IPI00031570,NTPCR
IPI00031572,TMEM175
IPI00031574,EFCAB2
IPI00031581,WDR83
IPI00031583,USO1
IPI00031584,MXD4
IPI00031587,CHML
IPI00031589,ZNF354A
IPI00031592,ZNF345
IPI00031593,SLC30A5
IPI00031595,ZNF268
IPI00031597,TMEM106C
IPI00031603,C20orf195
IPI00031605,AHNAK
IPI00031606,ZNF655
IPI00031608,SPATA5L1
IPI00031610,PRKCH
IPI00031612,UTP23
IPI00031614,GINS4
IPI00031615,LLPH
IPI00031617,C6orf125
IPI00031618,DDI2
IPI00031619,C9orf125
IPI00031620,ICAM3
IPI00031622,CHCHD6
IPI00031627,POLR2A
IPI00031629,PDCL3
IPI00031630,PMEL
IPI00031631,SLC19A2
IPI00031632,C7orf26
IPI00031633,OBFC2B
IPI00031636,ZFYVE21
IPI00031641,TMEM38A
IPI00031642,DGUOK
IPI00031645,NUDT22
IPI00031647,PDCD2L
IPI00031650,NUDT16L1
IPI00031651,C7orf50
IPI00031653,BRMS1L
IPI00031655,VPS25
IPI00031661,NOC4L
IPI00031662,TRPM8
IPI00031663,PRRG4
IPI00031666,SELO
IPI00031670,FAM114A1
IPI00031678,CCDC77
IPI00031679,C3orf26
IPI00031680,ACBD6
IPI00031681,CDK2
IPI00031683,TRPC6
IPI00031686,HTR1A
IPI00031687,COLQ
IPI00031691,RPL9
IPI00031695,ELOVL6
IPI00031696,FASTKD3
IPI00031697,TMEM109
IPI00031698,C2orf49
IPI00031707,ABHD2
IPI00031708,FAH
IPI00031710,CHRM5
IPI00031713,CD70
IPI00031715,TNFSF8
IPI00031718,ENTPD4
IPI00031722,HOXA9
IPI00031737,OSGIN2
IPI00031747,AKT3
IPI00031750,PCDHGC3
IPI00031751,PCDHGA8;PCDHGC3
IPI00031752,RNF6
IPI00031753,NMB
IPI00031755,RCE1
IPI00031756,KCNK6
IPI00031757,CCL26
IPI00031758,CHKB
IPI00031765,PCDHGC4
IPI00031766,PCDHGC5
IPI00031768,HOOK3
IPI00031769,C2orf40
IPI00031770,CDC14A
IPI00031772,C15orf48
IPI00031773,FOXA2
IPI00031775,ANGPT4
IPI00031777,MAPK8IP2
IPI00031789,IL1RAP
IPI00031790,CACNB3
IPI00031795,SPANXD
IPI00031801,CSDA
IPI00031802,TNFSF13B
IPI00031804,VDAC3
IPI00031807,IL15RA
IPI00031812,YBX1
IPI00031819,C19orf56
IPI00031820,FARSA
IPI00031821,ITM2B
IPI00031822,SLC5A6
IPI00031824,ISG20
IPI00031832,ORF1
IPI00031836,DRG1
IPI00031840,ARL17A;ARL17B
IPI00031907,TMEM108
IPI00031927,MFF
IPI00031960,POLR1A
IPI00031982,NCKAP1
IPI00031983,B3GNT3
IPI00031998,GSDMB
IPI00032001,NRP2
IPI00032002,PIGL
IPI00032003,EMD
IPI00032004,ERMAP
IPI00032009,HTR6
IPI00032010,PKIG
IPI00032030,NCRNA00185
IPI00032032,PRO2949
IPI00032034,B3GALT5
IPI00032035,PRO2958
IPI00032036,PRO2964
IPI00032038,CPT1A
IPI00032048,WBP1
IPI00032050,WBP2
IPI00032055,CA5B;INE2
IPI00032056,C17orf85
IPI00032057,ATF5
IPI00032061,SIRPG
IPI00032063,LRP1B
IPI00032064,PALM2-AKAP2;AKAP2
IPI00032069,NFATC1
IPI00032087,DIP2C
IPI00032088,LOC100505870
IPI00032099,STRADB
IPI00032101,SLC38A2
IPI00032103,GATM
IPI00032107,SLC26A2
IPI00032110,FKBPL
IPI00032112,DIRAS3
IPI00032116,NTSR2
IPI00032121,NCR3
IPI00032127,PRO1483
IPI00032131,CARD8
IPI00032134,SERPINB8
IPI00032135,ANKRD6
IPI00032137,ACTN3
IPI00032138,POFUT2
IPI00032139,SERPINB9
IPI00032140,SERPINH1
IPI00032142,ZFP30
IPI00032144,LHX2
IPI00032147,ATP6V1G2
IPI00032150,CDS2
IPI00032157,TP53AIP1
IPI00032158,NAA15
IPI00032162,FOXM1
IPI00032164,CSRP3
IPI00032174,BCL2L14
IPI00032179,SERPINC1
IPI00032184,FAM149B1
IPI00032187,NISCH
IPI00032188,RBM26
IPI00032190,IHH
IPI00032195,HSPB2
IPI00032196,C8orf39
IPI00032197,TBX19
IPI00032199,IL13RA2
IPI00032201,RAD51
IPI00032202,WDR37
IPI00032206,PDLIM4
IPI00032214,BRD1
IPI00032220,AGT
IPI00032223,PRAMEF4
IPI00032226,PRAMEF2
IPI00032227,RPH3A
IPI00032230,EPB41L3
IPI00032233,SRD5A1
IPI00032236,AMOTL2
IPI00032258,C4A
IPI00032259,MAN2A2
IPI00032261,INSL4
IPI00032262,INPP5A
IPI00032263,SIK3
IPI00032269,CAMSAP1
IPI00032270,ACRV1
IPI00032281,NOL4
IPI00032288,MANSC1
IPI00032291,C5
IPI00032292,TIMP1
IPI00032293,CST3
IPI00032294,CST4
IPI00032298,CNTF
IPI00032299,CNOT1
IPI00032304,PLS1
IPI00032310,TMEM187
IPI00032311,LBP
IPI00032313,S100A4
IPI00032314,LAGE3
IPI00032316,ZKSCAN5
IPI00032325,CSTA
IPI00032328,KNG1
IPI00032334,LTB
IPI00032338,KLHL20
IPI00032342,TRIP12
IPI00032343,LOC152217
IPI00032355,PUM1
IPI00032364,SHANK2-AS3
IPI00032366,PILRB
IPI00032370,ALG8
IPI00032371,GAS7
IPI00032374,RRP1B
IPI00032387,GINS1
IPI00032388,LPIN1
IPI00032390,KIAA0087
IPI00032392,ZNF256
IPI00032401,SH2D1A
IPI00032402,ATP8A1
IPI00032404,MMP20
IPI00032405,GPR37L1
IPI00032406,DNAJA2
IPI00032409,LAMTOR2
IPI00032413,C1orf43
IPI00032416,JAG2
IPI00032420,RAMP1
IPI00032423,DDX52
IPI00032425,RAMP3
IPI00032426,MEMO1;MEMO1P1
IPI00032434,KCNG1
IPI00032439,POLR1D
IPI00032442,ZNF554
IPI00032447,LAT2
IPI00032449,ASPH
IPI00032450,ASPH
IPI00032453,ASPH
IPI00032455,ZBTB12
IPI00032459,AP3M1
IPI00032460,LSM2
IPI00032462,PPP2R2C
IPI00032463,GPR52
IPI00032464,KLK5
IPI00032465,KCNN3
IPI00032466,KCNN4
IPI00032471,KLRB1
IPI00032472,PKIB
IPI00032473,PPIL3
IPI00032485,PLLP
IPI00032486,KCNK7
IPI00032490,OR52K3P
IPI00032491,LEMD3
IPI00032496,MCM8
IPI00032498,DCTN5
IPI00032506,C14orf142
IPI00032513,KRT31
IPI00032516,AP1M1
IPI00032523,RHOXF2
IPI00032525,C15orf41
IPI00032532,GAS6
IPI00032533,WDR18
IPI00032534,GTPBP2
IPI00032541,KRT85
IPI00032545,LAIR2
IPI00032555,PARD6G
IPI00032560,NDUFAF1
IPI00032561,CAB39
IPI00032563,ZNF281
IPI00032575,GLOD4
IPI00032590,KATNAL1
IPI00032597,RBMX2
IPI00032598,ETV3
IPI00032630,MTO1
IPI00032633,COQ6
IPI00032635,LSM14B
IPI00032639,RNF217
IPI00032677,SSBP4
IPI00032679,APOL6
IPI00032680,APOL5
IPI00032696,TM2D2
IPI00032741,C20orf90
IPI00032760,DPH3P1
IPI00032780,MED29
IPI00032785,APBB3
IPI00032791,POP4
IPI00032808,RAB3D
IPI00032812,ESRRB
IPI00032822,ZMYND8
IPI00032823,EXOSC1
IPI00032824,HDLBP
IPI00032825,TMED7
IPI00032826,ST13
IPI00032827,SF3B14
IPI00032828,WSB2
IPI00032830,REXO2
IPI00032831,SNAP29
IPI00032844,LMO3
IPI00032848,CCDC53
IPI00032849,NOP16
IPI00032851,COPZ1
IPI00032853,NOP10
IPI00032864,CABYR
IPI00032870,GPRC5D
IPI00032871,MSRB2
IPI00032872,MRPS16
IPI00032873,SLC35E3
IPI00032875,ETFDH
IPI00032876,CYTL1
IPI00032879,TAF9
IPI00032881,MRPS23
IPI00032884,PMS2L2
IPI00032892,GGPS1
IPI00032896,DISC1
IPI00032898,BATF3
IPI00032899,DDX43
IPI00032900,BOLA1
IPI00032901,SAGE1
IPI00032902,SMPD3
IPI00032903,PTRH2
IPI00032904,SNCB
IPI00032905,VPS33B
IPI00032908,FGF19
IPI00032909,LDOC1
IPI00032911,TBPL1
IPI00032914,SEMA4F
IPI00032916,RAB36
IPI00032924,MESP1
IPI00032929,THSD1
IPI00032931,PEX5
IPI00032936,ERF
IPI00032939,WIPF3
IPI00032955,RNF114
IPI00032956,ZC4H2
IPI00032957,UBE2I
IPI00032958,ANLN
IPI00032959,GPD1L
IPI00032964,ASCL1
IPI00032965,POU5F1;POU5F1P4
IPI00032966,BIN3
IPI00032970,OSBPL11
IPI00032971,OSBPL10
IPI00032988,TSHZ2
IPI00032994,SSPN
IPI00032995,LANCL2
IPI00032997,PRDM5
IPI00033008,FOS
IPI00033009,RIMBP3B
IPI00033016,MYC
IPI00033017,ADARB2
IPI00033019,KCNB1
IPI00033022,DNM2
IPI00033023,KCNAB1
IPI00033025,SEPT7
IPI00033030,ADRM1
IPI00033031,B4GALT2
IPI00033034,DLST;DLSTP1
IPI00033036,METAP2
IPI00033054,CTDSPL2
IPI00033071,KIAA1654
IPI00033075,ABHD16A
IPI00033086,DLGAP2
IPI00033102,CHIA
IPI00033130,SAE1
IPI00033132,RNF7
IPI00033138,PPARGC1A
IPI00033143,EIF3K
IPI00033151,POLK
IPI00033153,NXF1
IPI00033217,AASS
IPI00033349,PREB
IPI00033350,MKRN1
IPI00033388,DAPK2
IPI00033419,FEM1B
IPI00033466,CLEC11A
IPI00033482,PROK1
IPI00033486,POLG2
IPI00033487,VSX2
IPI00033488,ZNF121
IPI00033494,MYL12B
IPI00033516,TUBGCP3
IPI00033541,A4GALT
IPI00033546,MED4
IPI00033553,ANO2
IPI00033560,PTPRR
IPI00033561,RNPS1
IPI00033573,RUFY3
IPI00033583,SERPINB12
IPI00033600,PPP1R7
IPI00033606,BMP2K
IPI00033611,RBMS1
IPI00033653,MARCH3
IPI00033770,ALKBH4
IPI00033866,BTBD1
IPI00033892,GZF1
IPI00033907,ANAPC1
IPI00033944,SOCS2
IPI00033970,KLK15
IPI00034003,TRDMT1
IPI00034006,PTPN23
IPI00034010,RWDD1
IPI00034015,CELF1
IPI00034048,EHF
IPI00034049,UPF1
IPI00034050,NCR2
IPI00034060,C11orf1
IPI00034069,TFB2M
IPI00034071,ELL3
IPI00034088,EBI3
IPI00034099,ESRP2
IPI00034159,ATP6V0D1
IPI00034167,PELI1
IPI00034181,RBBP9
IPI00034201,TMCO7
IPI00034205,AIF1L
IPI00034208,SLC39A8
IPI00034248,PATZ1
IPI00034249,IL21R
IPI00034277,ATP13A1
IPI00034280,DHRS11
IPI00034308,SARDH
IPI00034309,INVS
IPI00034319,CUTA
IPI00034322,C1orf43
IPI00034336,ZNF682
IPI00034456,TRIM15
IPI00034558,NRXN3
IPI00034860,CORO6
IPI00035361,FOXK2
IPI00036441,PIGS
IPI00036489,FGF5
IPI00036552,ANTXR2
IPI00036554,MLF1
IPI00036578,ADAMTS12
IPI00036742,KIAA1429
IPI00037070,HSPA8
IPI00037168,SUSD4
IPI00037283,DNM1L
IPI00037401,MED16
IPI00037448,GRHPR
IPI00037599,TFCP2
IPI00037619,RPL39P5
IPI00038139,VWA5B2
IPI00038356,ARG1
IPI00038378,ENOPH1
IPI00038550,OSTCP1;OSTC
IPI00038613,HIGD2B
IPI00039050,FOLR2
IPI00039288,CR1
IPI00039626,FAM120A
IPI00039666,UGT1A8
IPI00039680,SLCO4A1
IPI00039808,DACH1
IPI00039864,RANBP10
IPI00040158,PAM
IPI00040297,KLK3
IPI00040453,RAD51C
IPI00040537,PTP4A2
IPI00040626,AQP6
IPI00040638,LILRP2
IPI00040730,CDHR1
IPI00040779,HLA-DMA
IPI00040874,RIPK4
IPI00040900,HS2ST1
IPI00041053,RNF39
IPI00041127,ASF1B
IPI00041320,MDM2
IPI00041325,NHP2
IPI00041513,TTC32
IPI00041588,RALGPS1
IPI00041601,YBX1
IPI00041779,CEP63
IPI00041868,GALNT14
IPI00041959,PHF21A
IPI00041960,NBPF12;NBPF9;NBPF8;NBPF11;NBPF10;NBPF16;NBPF1;LOC100288142;NBPF14;NBPF20
IPI00042099,PYGO2
IPI00042444,ZNF799
IPI00042492,MPPE1
IPI00042580,APOO
IPI00042604,FAM195A
IPI00042612,METTL22
IPI00042916,IGSF3
IPI00042932,ABCB4
IPI00043069,ANKRD30A
IPI00043083,PARVB
IPI00043201,CENPJ
IPI00043215,IGSF1
IPI00043236,RNF207
IPI00043237,STX6
IPI00043242,KCTD7
IPI00043262,FLJ32063
IPI00043268,RASEF
IPI00043270,LOC100131496
IPI00043271,C16orf55
IPI00043273,TMEM154
IPI00043294,C7orf26
IPI00043300,ZDHHC8P1
IPI00043302,WDR65
IPI00043304,C1orf145
IPI00043307,ZNF560
IPI00043327,C17orf56
IPI00043330,ZNF681
IPI00043331,GLT1D1
IPI00043359,FLJ31958
IPI00043360,RNF145
IPI00043363,PRICKLE1
IPI00043366,C6orf195
IPI00043367,LOC441204
IPI00043368,LINC00052
IPI00043369,RG9MTD3
IPI00043370,WDR52
IPI00043373,CEP63
IPI00043400,C17orf77
IPI00043401,MAPT
IPI00043403,ZNF778
IPI00043407,TNRC6C
IPI00043427,CCDC122
IPI00043428,DUSP5P
IPI00043429,TMEM56
IPI00043430,TMTC1
IPI00043432,LINC00167
IPI00043433,OR7E5P
IPI00043440,ZDHHC15
IPI00043467,TIGD1
IPI00043468,C18orf15
IPI00043469,TMEM25
IPI00043479,C14orf28
IPI00043490,CMTM3
IPI00043491,NPHP3-ACAD11;NPHP3
IPI00043494,ZNF48
IPI00043495,KCTD18
IPI00043499,UROC1
IPI00043501,VSTM4
IPI00043502,CLDN10
IPI00043516,ZNF407
IPI00043520,FLJ31715
IPI00043524,SEPT5
IPI00043526,FAM161B
IPI00043541,LOC388387
IPI00043543,C4orf39
IPI00043546,SPATA13
IPI00043550,FAAH2
IPI00043553,GPR63
IPI00043559,C12orf59
IPI00043560,TSNARE1
IPI00043562,C9orf66
IPI00043563,FOPNL
IPI00043564,SFXN2
IPI00043565,ZNF830
IPI00043587,C13orf33
IPI00043598,IKBIP
IPI00043606,ZNF583
IPI00043613,LOC100129917
IPI00043620,LOC100131193
IPI00043622,FRMD6
IPI00043637,MLIP
IPI00043638,LARP4
IPI00043664,LOC100130507
IPI00043668,FAM107A
IPI00043670,LOC375190
IPI00043678,DOCK7
IPI00043682,TMEM155
IPI00043689,SLC16A14
IPI00043716,LCORL
IPI00043731,RUNDC3B
IPI00043733,TMEM74
IPI00043735,ZNF599
IPI00043737,C19orf55
IPI00043740,SCLT1
IPI00043741,C8orf37
IPI00043742,NDUFB5
IPI00043745,LOC150622
IPI00043747,RFTN2
IPI00043748,TOX2
IPI00043749,C10orf25
IPI00043755,CHST9-AS1
IPI00043756,SLC39A12
IPI00043760,AIFM3
IPI00043782,FLJ30430
IPI00043784,FLJ30403
IPI00043810,PRRT1
IPI00043835,C4orf38
IPI00043857,YPEL4
IPI00043863,MAP4
IPI00043883,SLC46A1
IPI00043909,FLJ30064
IPI00043911,AMDHD1
IPI00043958,FZR1
